"hashtags/0","hashtags/1","hashtags/2","hashtags/3","hashtags/4","hashtags/5","hashtags/6","hashtags/7","hashtags/8","hashtags/9","hashtags/10","hashtags/11","hashtags/12","hashtags/13","hashtags/14","hashtags/15","hashtags/16","hashtags/17","hashtags/18","hashtags/19","hashtags/20","hashtags/21","hashtags/22","hashtags/23","hashtags/24","hashtags/25","hashtags/26","hashtags/27","hashtags/28","hashtags/29","hashtags/30","hashtags/31","hashtags/32","url","videoPlayCount","likesCount","commentsCount","timestamp"
"southafricanartist","art","artist","drawing","artlife","illustration","sureal","contemporaryart","digitalart","digitalillustration","freepalestine","fightforpalestine","gazaunderattack","palestine","apartheidisrael","rafahunderattack","freepalestine🇵🇸","islam","fromtherivertotheseeisraelwillbefree","childrenofgaza","starvasion","hunger","famine","kids",,,,,,,,,,"https://www.instagram.com/p/C4plIxSqDJu/",,"20","0","2024-03-18T08:56:55.000Z"
"palestinalibre","palestina","gaza","freepalestine","istandwithpalestine","ceasefirenow","savegaza","AltoElFuegoYa","endisraelsgenocide🇵🇸",,,,,,,,,,,,,,,,,,,,,,,,,"https://www.instagram.com/p/C4pSrenKZW8/",,"42","1","2024-03-18T06:15:38.000Z"
"saveGaza","غزة",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.instagram.com/p/C4pL-KANaoj/",,"4","0","2024-03-18T05:17:01.000Z"
"savegaza","savealshifa","alshifa","stopthegenocide",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.instagram.com/p/C4pKCF8sILx/",,"2","0","2024-03-18T05:00:04.000Z"
"allah","allahuakbar","muhammadﷺ","muhammad","nabi","deenkibatien","deen","islam","islamicquotes","quraan","ramadan","taleem","yaseen","ibadat","allahﷻ","viral","instagood","instafashion","instagram","reels","supoort","deenoverdunya","aakhirat","jannat","palestine🇵🇸","palestine","savepalestina","savegaza",,,,,,"https://www.instagram.com/p/C4pOCBTvHkh/",,"7","0","2024-03-18T05:35:01.000Z"
"allah","allahuakbar","muhammadﷺ","muhammad","nabi","deenkibatien","deen","islam","islamicquotes","quraan","ramadan","taleem","yaseen","ibadat","allahﷻ","viral","instagood","instafashion","instagram","reels","supoort","deenoverdunya","aakhirat","jannat","palestine🇵🇸","palestine","savepalestina","savegaza",,,,,,"https://www.instagram.com/p/C4pOjZQvcNb/",,"7","0","2024-03-18T05:39:34.000Z"
"salah","alhamdullilah","ramadan","ramadan2024","ramadanquotes","islamicreminders","muslimquotes","islamreminder","islamicquotes","deen","bismillah","quransayings","allahuakbar","beautifulislam","deenquotes","hadithoftheday","ramadan_nights","taraweeh","imaan","freepalestine🇵🇸","bukharimuslim","hadees","hadis","muhammadsaw",,,,,,,,,,"https://www.instagram.com/p/C4pi0PrS3Aq/",,"-1","0","2024-03-18T08:36:38.000Z"
"israelisaterrorstate","freepalestine🇵🇸","boycottisrael",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.instagram.com/p/C4pk0RHN48R/",,"0","0","2024-03-18T08:54:07.000Z"
"obedientmuslim","islamicquotes","islam","muslimah","instagood","servant","starmaking","ummah","sunnah","learnislam","alhamdulilah","beauty","peace","pray","pearlsofislam","sisterofislam","quransayings","quranquotes","makkah","madina","palestine","freepalestine","gaza","freegaza",,,,,,,,,,"https://www.instagram.com/p/C4phwiIr-jj/",,"3","0","2024-03-18T08:27:23.000Z"
"SaveGaza","savepalestine","GazaStarving",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.instagram.com/p/C4pM17zgg0x/",,"0","0","2024-03-18T05:24:40.000Z"
"Urgent","freepalestine🇵🇸","freegaza",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.instagram.com/p/C4pgHJprP_P/",,"3","0","2024-03-18T08:13:00.000Z"
"supportislam","support","fypage","fypシ","fyp","joinusnow","freepalestine","islam","islamicquotes","islamdaily","ayat","allahhuakbar","freepalestine🇵🇸","recent4recent","recent","fitness","recentes","isntadaily","ramadanday7","ramadan2024","ramadandua",,,,,,,,,,,,,"https://www.instagram.com/p/C4pjUB0KAbw/",,"0","0","2024-03-18T08:40:58.000Z"
"ramadan","ramadankareem","ramadanmubarak","allah","muhammad","islam","islamicquotes","palestine","freepalestine","gaza","freegaza",,,,,,,,,,,,,,,,,,,,,,,"https://www.instagram.com/p/C4phTMft-iQ/",,"1","0","2024-03-18T08:23:23.000Z"
"SaveGaza","savepalestine","GazaStarving",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.instagram.com/p/C4pM3qDMQum/",,"0","0","2024-03-18T05:24:53.000Z"
"palestine","freepalestine","gaza","islam","boycotisraelproducts","jerusalem","savepalestine","muslim","syria","palestina","indonesia","palestinian","love","dua","palestine🇵🇸","westbank","palestinewillbefree","allah","savegaza","alaqsa","iraq","quran","gazaunderattack","bds","boycottisrael","egypt","hijrah","prayforpalestine",,,,,,"https://www.instagram.com/p/C4pKz94vT_r/",,"3","1","2024-03-18T05:06:53.000Z"
"fdg180324","ucrainalibera🇺🇦","palestinalibera🇵🇸","like4likes","likeforlikes","adayınflorence","ieatintuscany","lega_photo","legafoto_portrait","tramonto","firenze","toscana","italia","universo","salvailpianeta","saveplanet","sunset","freeukraine🇺🇦","freepalestine🇵🇸","florence","tuscany","italy","earthplanet",,,,,,,,,,,"https://www.instagram.com/p/C4pxAMGMrDg/",,"75","2","2024-03-18T10:40:36.000Z"
"شاهد|","freepalestine🇵🇸",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.instagram.com/p/C4ph996gmiQ/",,"0","0","2024-03-18T08:29:16.000Z"
"freepalestine","savepalestine","freegaza","ceasefirenow","humanrights",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.instagram.com/p/C4pds7qyRcu/",,"37","0","2024-03-18T07:51:57.000Z"
"homestead","homesteading","freepalestine🇵🇸",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.instagram.com/p/C4phrbdMz-4/",,"7","0","2024-03-18T08:26:41.000Z"
"djellafine","setlist","twitchfundraiser","pcrf","freepalestine","freegaza","ceasefirenow🇵🇸","SWANAmusic","Palestinianmusic","arabicmusic","breakbeat","hiphop","shamstep","triphop","downtempo","techno",,,,,,,,,,,,,,,,,,"https://www.instagram.com/p/C4pdRLpOW6H/",,"10","2","2024-03-18T07:48:09.000Z"
"freepalestine🇵🇸","ceasefirenow🇵🇸🕊️","endthegenocideofpalestinians🇵🇸",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.instagram.com/p/C4n8lBAvSX2/",,"-1","0","2024-03-17T17:43:16.000Z"
"fyp","fypシ","islamicposts","instagram","islamicpage","islamicquotes","islam","muslim","muslimquotes","jannah","ramazan","ramadanmubarak","ramadankareem","dua","freepalestine🇵🇸","freepalestine",,,,,,,,,,,,,,,,,,"https://www.instagram.com/p/C4plnKryKju/",,"2","0","2024-03-18T09:01:04.000Z"
"TheBigFatAntiOppressionReadingChallenge","TheyCalledMeALioness.","FreePalestine","Bookstagram","WeNeedDiverseBooks","YAReads","ReadingChallenge","FreeGaza","EndTheOccupation","EndGenocide","CeasefireNow","ReadPalestine",,,,,,,,,,,,,,,,,,,,,,"https://www.instagram.com/p/C4pezk5PLZY/",,"12","0","2024-03-18T08:01:35.000Z"
"freepalestine","savepalestine","freegaza","ceasefirenow","humanrights",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.instagram.com/p/C4pdOVtSppc/",,"24","0","2024-03-18T07:47:46.000Z"
"freepalestine🇵🇸",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.instagram.com/p/C4pjZeurZt7/",,"0","0","2024-03-18T08:41:43.000Z"
"freepalestine🇵🇸🇵🇸🇵🇸","palestine","gaza","freegaza","prayforgaza","prayforpalestine","savepalestine","freepalestine","boycottisrael","prayforpalestina","pinterest",,,,,,,,,,,,,,,,,,,,,,,"https://www.instagram.com/p/C4pmlJSrnDl/",,"1","1","2024-03-18T09:09:31.000Z"
"freepalestine","palestine🇵🇸","palestinewillbefree🇵🇸","freegaza","fromtherivertothesea","antizionism","antizionist","decolonize","israelisanapartheidstate","apartheid","antiracism","antiimperialism","anticolonialism","byanymeansnecessary","supportpalestine","supportgaza","istandwithpalestine","gaza","gazaunderattack","غذا",,,,,,,,,,,,,,"https://www.instagram.com/p/C4p7B3FtUgx/",,"140","2","2024-03-18T12:08:12.000Z"
"freepalestine","freegaza","endisr43lsgenocide","endoccupationofgaza","ceasefirenow🇵🇸","israhellterrorist","fromtherivertothesea","palestinewillbefree",,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.instagram.com/p/C4pdB-dsirO/",,"3","1","2024-03-18T07:46:05.000Z"
"gaza","freegaza","gazachildren","GazaStarving","ZionismIsTerrorism","FreePalestine","warcrime","Gaza","Rafah","FreeGaza","gazaunderaattack",,,,,,,,,,,,,,,,,,,,,,,"https://www.instagram.com/p/C4pbBa0sTiI/",,"1","0","2024-03-18T07:28:43.000Z"
"gaza","palestine","freepalestine","israel","jerusalem","palestina","vybzkartel","savepalestine","dancehall","westbank","islam","bds","palestinian","gazanation","gazaunderattack","jamaica","apartheid","indonesia","alquds","savegaza","bbc","cnn","vybzkartelvines","palestinians","nakba","boycottisrael","muslim","freeworldboss","palestinianlivesmatter","handsoffalaqsa",,,,"https://www.instagram.com/p/C4pVszBRNq_/",,"2","0","2024-03-18T06:42:01.000Z"
"gaza","massmurder","warcrimes","israelterrorist","arrestnetanyahunow","nomoral","gazasiege","gazal","Gazapizm","gaza_under_attack","hospitalsunderattack","gazaholocaust","fyp","fypシ","holocaust","starvationgenocide","gaza5k","freegaza","prayforgaza","Palestine","Palestine🇵🇸","brazil","palestine","UN","palestineunderattak","palestinewillbefree","freepalestine","humanity","prayforpalestine",,,,,"https://www.instagram.com/p/C4pfHcENnev/",,"3","0","2024-03-18T08:04:18.000Z"
"palestine🇵🇸","freepalestine","freegaza","palestinewillbefree","palestinianlivesmatter","bellahadid❤️",,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.instagram.com/p/C4paxPUONX3/",,"9","0","2024-03-18T07:26:19.000Z"
"instagood","instadaily","instalike","instagram","#family","follow","photographer","الكويت_عمان_قطر_ليبيا","مصر","muslim","islam","islamic","allah","islamicquotes","quran","muslimah","allahuakbar","usa","yemen","makkah","islamicpost","islamicreminders","palestine","freepalestine","savegaza","trending","fyp","explore",,,,,,"https://www.instagram.com/p/C4pDNxcNPgF/",,"3","1","2024-03-18T04:00:30.000Z"
"usa","pakistan","bangladesh","bangladeshgenocide","unitedstates","endgenocide","stopthegenocide","israel","palestine","freepalestine","savegaza","gaza","leftist","leftwing","leftistmemes","leftwingmemes",,,,,,,,,,,,,,,,,,"https://www.instagram.com/p/C4psY1JOyrJ/",,"142","1","2024-03-18T10:00:00.000Z"
"gazastarving","feednorthgaza","northengazastarving","airdropaidsforgaza","netenyahu_war_criminal","isrealisaterroriststate","israelappartheid","netenyahuterrorist","gazaholocaust","GazaGenocide","savegazachildren","savegaza","gazastrip","freepalestine🇵🇸",,,,,,,,,,,,,,,,,,,,"https://www.instagram.com/p/C4pDOj4ogkp/",,"0","0","2024-03-18T04:00:36.000Z"
"ramadan","ramadhankareem","ramadanmubarak","moon","moonlovers","moonphotography","sky","skyphotography","#savegaza","savepalestine","stopgenocide","stopmassacre","humanityisdead","westandwithpalestine","hunger","shameonUN","starvation","fasting","shameonarabs","Genocide","lonelyplanet",,,,,,,,,,,,,"https://www.instagram.com/p/C4pGVd8P_xI/",,"15","0","2024-03-18T04:27:46.000Z"
"elmonte","gaza","ceasefire","freepalestine","freegaza",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.instagram.com/p/C4pap8Wu9Pg/",,"336","4","2024-03-18T07:25:19.000Z"
"freepalestine","freegaza","fromtherivertotheseapalestinewillbefree","ceasefirenow","boycottisrael","bds","gazastarving","zionismisantisemitism","zionism_is_terrorism",,,,,,,,,,,,,,,,,,,,,,,,,"https://www.instagram.com/p/C4ph-haqvJ1/",,"0","0","2024-03-18T08:29:18.000Z"
"islamicreminders","indianwedding","islamujeres","palestine","freepalestine","savegaza","allahuakbar","erdoğanınyanındayız","loveislove","ınstagood","cute","followforfollowback","tbt❤️","followmeplease","like4like","umrah","instagramers","followforfollowbackinstantly","motivation","islamabad","islami","allah","müsli","muslimah",,,,,,,,,,"https://www.instagram.com/p/C4pK5i8tM_L/",,"1","0","2024-03-18T05:07:38.000Z"
"ceasefirenow🇵🇸","palestine","gaza","massacre",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.instagram.com/p/C4qtm8yrpbL/",,"0","0","2024-03-18T19:30:11.000Z"
"freepalestine🇵🇸",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.instagram.com/p/C4pt5E_t2sa/",,"4","0","2024-03-18T10:13:25.000Z"
"abandonbiden","airdropaidforgaza","ceasefirenow","freepalestine","savejenin","gazaunderattack","istandwithpalestine","gazagenocide","strikeforgaza","endisraelsgenocide","EndIsraelsGenocide","freegaza","افتحوا_المعابر_إلى_فلسطين","saverafah",",","افتحوا_معبر_رفح","saverafah,","expelusafromun",,,,,,,,,,,,,,,,"https://www.instagram.com/p/C4paNRQMWk4/",,"0","0","2024-03-18T07:21:24.000Z"
"palestine","freepalestine","gaza","islam","israel","jerusalem","savepalestine","muslim","syria","palestina","indonesia","palestinian","lebanon","alquds","turkey","jordan","palestinewillbefree","allah","savegaza","alaqsa","iraq","quran","gazaunderattack","bds","boycottisrael","hijrah","prayforpalestine❤️🇵🇸🤲🏻","ramazan","ramadanmubarak","ramadankareem",,,,"https://www.instagram.com/p/C4pUDvNoa--/",,"49","2","2024-03-18T06:27:41.000Z"
"savepalestina","westbank","gaza","israel","indonesia","savegazapalestine","freepalestine","infoterbarugaza","gazapalestine","indonesiapalestina","beritapalestina","infopalestina","gazaunderattack","savepalestine","savegaza","beritaindonesia","beritahariini","kabargaza","freedompalestine","indopalestina","alaqsa","ramadan","ramadankareem","ramadanmubarak","ramadhan2024","alshifa",,,,,,,,"https://www.instagram.com/p/C4pIxHVh68_/",,"136","11","2024-03-18T04:49:01.000Z"
"Paris19","stopgenocide","freepalestine🇵🇸","palestinewillbefree","palestinevaincra","palestine","تحيا_فلسطين",,,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.instagram.com/p/C4pv5lHiq4u/",,"237","2","2024-03-18T10:30:57.000Z"
"freepalestine","freepalestine🇵🇸","palestine","istandwithpalestine",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.instagram.com/p/C4ps9XmPbc8/",,"5","0","2024-03-18T10:05:16.000Z"
"protestphotography","photojournalism","freepalestine","freepalestine🇵🇸","ceasefirenow","blackandwhite","contrast","demonstration","brussels","belguim",,,,,,,,,,,,,,,,,,,,,,,,"https://www.instagram.com/p/C4prct2IQFQ/",,"26","0","2024-03-18T09:52:04.000Z"
"ramadan","رمضان","JummahMubarak","islamicpost","islam","IslamicInformation","namaz","iloveAllah","supportindianmouslims","FreeGaza","supportchinesemouslim","supportmouslimsofindia","stopethniccleansing","savegaza","stopgenocide","لن_نرحل","فلسطين","followback","pbuh","explore","share","longlivepalestine","GazaUnderAttack","Palestine","SaveGazaNow","CEASEFIRE_NOW","StopTheGenocide","StopEthnicCleansing","StopZionistTerrorism","ceasefireforever🇵🇸",,,,"https://www.instagram.com/p/C4pDMSascPU/",,"2","0","2024-03-18T04:00:18.000Z"
"gazastarving","feednorthgaza","northengazastarving","airdropaidsforgaza","netenyahu_war_criminal","isrealisaterroriststate","israelappartheid","netenyahuterrorist","gazaholocaust","GazaGenocide","savegazachildren","savegaza","gazastrip","freepalestine🇵🇸",,,,,,,,,,,,,,,,,,,,"https://www.instagram.com/p/C4pCzkyIhp1/",,"0","0","2024-03-18T03:56:55.000Z"
"GazaUnderAttack","AmanPalestin","TaufanAlAqsa","savegaza","freepalestine","gazaunderattack","badaialaqsa","selamatkanalaqsa","bebaskanpalestina","amanpalestin","donasipalestina",,,,,,,,,,,,,,,,,,,,,,,"https://www.instagram.com/p/C4pDNPap_Gg/",,"6","0","2024-03-18T04:00:26.000Z"
"freepalestine","savegaza","stopgenocideingaza🇵🇸","ceasefirenow🇵🇸","dontstoptalkingaboutpalestine",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.instagram.com/p/C4pCw3EJUQy/",,"1","0","2024-03-18T03:56:33.000Z"
"ramazan","ramadankareem","ramadanmubarak","ramadan","freepalestine","freepalestine🇵🇸","peace","palestinelivesmatter","palestine","savepalestine","savepalestine🇵🇸","savesheikhjarrah","savesheikhjarrah🇵🇸","savegaza","foryou","stopisrael","boycottisrael","foryoupage","islam","allah","spreadislam","muslim","muslims","halal","islamicpost","islamicreminders","islamicquotes","f52grams","fyp","truth",,,,"https://www.instagram.com/p/C4pKS6-gyp_/",,"9","0","2024-03-18T05:02:22.000Z"
"DonasiGaza","BerkahAir","PeduliSesama","actionhumanity","indonesia","savegaza","freepalestine","stopgenocideingaza🇵🇸",,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.instagram.com/p/C4pBdd0xaNQ/",,"5","0","2024-03-18T03:45:10.000Z"
"Gaza","gazastarving","freegaza","gazagenocide","gazagenocide2023","gratitude","freepalestine","bds","art","artgallery","artoftheday","artlover","photo","photooftheday","photogram","cityphotography","city","politics","war","stopthewar","ceasefirenow🇵🇸","ceasefirenow","ig","igdaily","picoftheday","picofday","photography",,,,,,,"https://www.instagram.com/p/C4pYBqsIm70/",,"8","0","2024-03-18T07:02:21.000Z"
"ramazan","ramdan2024","ramdan2024✨🌙🕋❤️","islam","ayat","islamicposts","gazaramdan","gaza","gazapeople","freegaza","standwithgaza","standwithphalastine","quranverses","quran","2024","million","followforfollowback","viralvideos","likes","islamicpos","wazaif","dailyreminders","reminder","ramdanreminder",,,,,,,,,,"https://www.instagram.com/p/C4pXitvIRyx/",,"0","0","2024-03-18T06:58:07.000Z"
"팔레스타인인들과연대하는사람들","팔레스타인","연대","집회","시위","🇵🇸","이스라엘","palestine","freepalestine","palestinewillbefree","freegaza","gazaunderattack","endisraelioccupation","endisraeliapartheid","palestineprotest","IsraelTerrorist","WarCriminal","fromtherivertotheseapalestinewillbefree","gaza","GazaUnderAttack","울산","ulsan",,,,,,,,,,,,"https://www.instagram.com/p/C4p5qzmpVtZ/",,"10","0","2024-03-18T11:56:19.000Z"
"pray","palestine","fyp","fypシ","justice","savegaza",,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.instagram.com/p/C4pBC5jtW8K/",,"3","0","2024-03-18T03:41:32.000Z"
"ramazan","ramdan2024","ramdan2024✨🌙🕋❤️","islam","ayat","islamicposts","gazaramdan","gaza","gazapeople","freegaza","standwithgaza","standwithphalastine","quranverses","quran","2024","million","followforfollowback","viralvideos","likes","islamicpos","wazaif","dailyreminders","reminder","ramdanreminder",,,,,,,,,,"https://www.instagram.com/p/C4pXyLjIr_O/",,"0","0","2024-03-18T07:00:14.000Z"
"FreePalestine","israeligenocide","IsraeliCrimes","IsraeliApartheid","FreeGaza","ceasefireNOW","ceasefire2024","StopArmingIsrael","StopGenocideInGaza","GazaGenocide","Rafah","StopIsraeliWarCrimes","إلغاء_الاحتفال","FromTheRiverToTheSea","Rafah_under_attack","رفح_تحت_القصف","غزه_تستغيث","غزة","رفح","فلسطين","غزه_تباد","gaza","IsraeliNewNazism","SuperBowlMassacre",,,,,,,,,,"https://www.instagram.com/p/C4pXMD2tHCq/",,"4","0","2024-03-18T06:55:02.000Z"
"gazastarving","feednorthgaza","northengazastarving","airdropaidsforgaza","netenyahu_war_criminal","isrealisaterroriststate","israelappartheid","netenyahuterrorist","gazaholocaust","GazaGenocide","savegazachildren","savegaza","gazastrip","freepalestine🇵🇸",,,,,,,,,,,,,,,,,,,,"https://www.instagram.com/p/C4pCPTUIQ-M/",,"0","0","2024-03-18T03:51:58.000Z"
"alshifahospitalundersiege","gaza","massmurder","warcrimes","israelterrorist","nomoral","gazasiege","gazal","Gazapizm","gaza_under_attack","hospitalsunderattack","gazaholocaust","fyp","fypシ","holocaust","gazafamine","starvationgenocide","gaza5k","freegaza","prayforgaza","Palestine","Palestine🇵🇸","palestineunderattak","palestinewillbefree","freepalestine","humanity","prayforpalestine","gazanation","HumanRights",,,,,"https://www.instagram.com/p/C4pXhlYN7I6/",,"4","0","2024-03-18T06:57:58.000Z"
"ramazan","ramdan2024","ramdan2024✨🌙🕋❤️","islam","ayat","islamicposts","gazaramdan","gaza","gazapeople","freegaza","standwithgaza","standwithphalastine","quranverses","quran","2024","million","followforfollowback","viralvideos","likes","islamicpos","wazaif","dailyreminders","reminder","ramdanreminder",,,,,,,,,,"https://www.instagram.com/p/C4pXXfzotN2/",,"0","0","2024-03-18T06:56:35.000Z"
"freepalestine","freegaza","feednorthgaza","ceasefirenow","endisraelsgenocide","endisraelsapartheid","boycottisrael","strikeforgaza","saverafah","stoparmingisrael","treatgazachildern",,,,,,,,,,,,,,,,,,,,,,,"https://www.instagram.com/p/C4pX4O3t7L9/",,"13","0","2024-03-18T07:01:03.000Z"
"bracelet","gelang","beads","manikmanik","beadsbracelet","accessories","aksesoris","custommade","custom","white","putih","green","hijau","black","hitam","red","merah","watermelon","semangka","palestine","palestina","freepalestine🇵🇸",,,,,,,,,,,,"https://www.instagram.com/p/C4pqY1XS62X/",,"9","0","2024-03-18T09:42:48.000Z"
"ForFairFuture","freepalestine🇵🇸","freepalestine","freegaza","fromtherivertothesea","fromtherivertotheseapalestinewillbefree",,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.instagram.com/p/C4pWjkYNel3/",,"3","0","2024-03-18T06:49:30.000Z"
"soulofmysoul","Reem","filistin","palestine","freegaza",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.instagram.com/p/C4pWgvutykb/",,"0","0","2024-03-18T06:49:07.000Z"
"Reem","Rim","fromtherivertothesea","fromtherivertotheseapalestinewillbefree","palestine","freepalestine","freegaza","forfairfuture",,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.instagram.com/p/C4pWoKwtI9W/",,"0","0","2024-03-18T06:50:08.000Z"
"gazastarving","feednorthgaza","northengazastarving","airdropaidsforgaza","netenyahu_war_criminal","isrealisaterroriststate","israelappartheid","netenyahuterrorist","gazaholocaust","GazaGenocide","savegazachildren","savegaza","gazastrip","freepalestine🇵🇸",,,,,,,,,,,,,,,,,,,,"https://www.instagram.com/p/C4pBJKKI8Us/",,"1","0","2024-03-18T03:42:23.000Z"
"freepalestine","istandwithpalestine","alquds","hamaspalestine","pelestine🇵🇸❤️🇮🇩🌹","freehamas","freegaza🇵🇸❤️","freegaza",,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.instagram.com/p/C4p91PoStdW/",,"71","0","2024-03-18T12:32:42.000Z"
"gaza","freegaza","gazachildren","GazaStarving","ZionismIsTerrorism","FreePalestine","warcrime","Gaza","Rafah","FreeGaza","gazaunderaattack",,,,,,,,,,,,,,,,,,,,,,,"https://www.instagram.com/p/C4pVMWxsUZv/",,"0","0","2024-03-18T06:38:22.000Z"
"freepalestine","freepalestine🇵🇸","gaza","gazanation","freegaza","donatetoday","donatetopalestine","india","indianmuslim","truths","facts","islam","deen","viral","viralpictures","viralphotos📸","viralinstagram","trend","trending","trendingtopic","new",,,,,,,,,,,,,"https://www.instagram.com/p/C4pVeZ4PsF7/",,"-1","3","2024-03-18T06:40:03.000Z"
"freepalestine","freegaza","zionismisterrorism","terroristisrael","palestine","gaza","gazaunderattack","watermelon","istandwithpalestine","istandwithgaza",,,,,,,,,,,,,,,,,,,,,,,,"https://www.instagram.com/p/C4pUhvdt6sc/",,"0","0","2024-03-18T06:31:46.000Z"
"freepalestine🇵🇸",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.instagram.com/p/C4pobfJSon7/",,"7","0","2024-03-18T09:25:41.000Z"
"gazastarving","feednorthgaza","northengazastarving","airdropaidsforgaza","netenyahu_war_criminal","isrealisaterroriststate","israelappartheid","netenyahuterrorist","gazaholocaust","GazaGenocide","savegazachildren","savegaza","gazastrip","freepalestine🇵🇸",,,,,,,,,,,,,,,,,,,,"https://www.instagram.com/p/C4pBXjTIYKE/",,"0","0","2024-03-18T03:44:21.000Z"
"freepalestine","endtheoccupation","savegaza",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.instagram.com/p/C4pPJzXMrdh/",,"26","0","2024-03-18T05:44:49.000Z"
"freepalestine🇵🇸",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.instagram.com/p/C4psW2ct7Ve/",,"0","0","2024-03-18T10:00:00.000Z"
"uniqlo","uniqlosecond","japan","japanese","investigation","humanity","china","indonesia","palestine","palestina","gaza","savepalestine","savepalestina","savegaza","freepalestine","freegaza","israel","genocide","justice",,,,,,,,,,,,,,,"https://www.instagram.com/p/C4pGw56prYd/",,"-1","2","2024-03-18T04:31:31.000Z"
"freegaza",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.instagram.com/p/C4pWetzslH1/",,"9","0","2024-03-18T06:48:50.000Z"
"palestine🇵🇸","palestine","gaza","rafah","freepalestine🇵🇸","freepalestine🇵🇸❤️","freegaza","innocent","islam","yemen",,,,,,,,,,,,,,,,,,,,,,,,"https://www.instagram.com/p/C4pYyT5SMhy/",,"1","0","2024-03-18T07:08:59.000Z"
"13000","129","2069","Gaza","GazaStrip","ChildrenGaza","GazaWillBeFree","SaveGaza","SaveP4lestina","p4lestina","FreeP4lestine","KamiBersamaP4lestina","🍉","P4lestinaIndonesia","P4lestina","🇵🇸","PeduliP4lestina","kamibersamap4lestina",,,,,,,,,,,,,,,,"https://www.instagram.com/p/C4pX51oBGDi/",,"55","2","2024-03-18T07:01:17.000Z"
"charity","islam","muslimah","muslim","oneummah","ummah","relief","freegaza",,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.instagram.com/p/C4pZiNhIcR9/",,"153","6","2024-03-18T07:15:32.000Z"
"Repost","freepalestine","freepalestine🇵🇸","freepalestine🇵🇸❤️",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.instagram.com/p/C4piyt6uJ7G/",,"8","0","2024-03-18T08:36:25.000Z"
"freepalestine","freegaza🇵🇸","stopwar","freepalestine🇵🇸",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.instagram.com/p/C4pm3kzq4B-/",,"4","0","2024-03-18T09:12:02.000Z"
"SaveGaza","savepalestine","GazaStarving",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.instagram.com/p/C4pM6otgsIh/",,"1","0","2024-03-18T05:25:18.000Z"
"SaveGaza","savepalestine","GazaStarving",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://www.instagram.com/p/C4pMvfOgCz9/",,"0","0","2024-03-18T05:23:47.000Z"
"reelsviral","reelstrending","reelsforyou","reelsitfeelsit","viralreels","viralvideos","viral","trendingreels","trendingvideo","trend","apple","iphone13pro","iphone15","samsung","oppo","oneplus","kashmir","srinagar","pulwama","shopain","kulgam","southkashmir","northkashmir","baramulla","mobile","mobileclick","arabianelectronics","s24ultra","freepalestine","freepalestine🇵🇸",,,,"https://www.instagram.com/p/C4pmDxZP5vu/",,"1","0","2024-03-18T09:04:58.000Z"
"pojokberbagi","pesankebaikanramadhan","ramadhandihati","ramadhansepenuhhati","ramadhandinanti","berkahramadhan","freepalestine🇵🇸","palestinewillbefree","savepalestine",,,,,,,,,,,,,,,,,,,,,,,,,"https://www.instagram.com/p/C4pl56eBT7D/",,"5","0","2024-03-18T09:03:37.000Z"
